_id,objectid_1,objectid,statefp10,countyfp10,tractce10,blkgrpce10,geoid10,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,hood,hood_no,acres,sqmiles,sectors,censusbloc,hudtractnu,st_area_sh,st_length,cdbguogid2,cdbgname20,stusab2018,cdbgty2018,state2018,county2018,countyname,tract2018,blkgrp2018,lowmod2018,lowmoduniv,lowmodpct2,geoid2018,cdbguogi_1,cdbgname_1,stusab2014,cdbgty2014,state2014,county2014,countyna_1,tract2014,blkgrp2014,lowmod2014,lowmodun_1,lowmodpc_1,geoid2014,lmper2018,cdbg2018,shape_area,shape_length
20084,119,112,42,003,562300,4,420035623004,Block Group 4,G5030,S,146181,0,+40.4063841,-079.9419511,Hazelwood,39,1017.805,1.583,9,5623004,15000US420035623004,1573340.18009,5880.75613154,425529,Pittsburgh,PA,51,42,3,Allegheny County,562300,4,375,420,1,15000US420035623004,425529,Pittsburgh,PA,51,42,3,Allegheny County,562300,4,120,340,0.35,5623004,0.88999999,Yes,252382.328125,2356.17121228103
20085,120,113,42,003,982200,1,420039822001,Block Group 1,G5030,S,505672,0,+40.4444879,-079.9547652,North Oakland,56,320.679,0.499,14,9822001,15000US420039822001,5466005.8819,16401.4864936,425529,Pittsburgh,PA,51,42,3,Allegheny County,982200,1,55,80,1,15000US420039822001,425529,Pittsburgh,PA,51,42,3,Allegheny County,982200,1,200,200,1,9822001,0.69,Yes,877798.30859375,6573.77017515797
20086,121,114,42,003,563200,1,420035632001,Block Group 1,G5030,S,316619,138447,+40.4496580,-079.9981098,North Shore,57,195.014,0.303,16,5632001,15000US420035632001,3378905.57277,9418.51610768,425529,Pittsburgh,PA,51,42,3,Allegheny County,563200,1,35,205,0,15000US420035632001,425529,Pittsburgh,PA,51,42,3,Allegheny County,563200,1,0,180,0,5632001,0.17,No,542713.89453125,3772.74427267435
20087,122,123,42,003,191800,5,420031918005,Block Group 5,G5030,S,262287,0,+40.3846477,-080.0129262,Brookline,14,1338.669,2.082,5,1918005,15000US420031918005,2811978.23595,11547.9757456,425529,Pittsburgh,PA,51,42,3,Allegheny County,191800,5,385,810,0,15000US420031918005,425529,Pittsburgh,PA,51,42,3,Allegheny County,191800,5,305,465,0.66,1918005,0.47999999,No,450785.5390625,4625.15366559578
20088,123,115,42,003,562400,1,420035624001,Block Group 1,G5030,S,818084,0,+40.4077250,-080.0012233,Bon Air,12,201.53,0.313,6,5624001,15000US420035624001,8751989.7029,15887.0064633,425529,Pittsburgh,PA,51,42,3,Allegheny County,562400,1,445,920,0,15000US420035624001,425529,Pittsburgh,PA,51,42,3,Allegheny County,562400,1,305,830,0.37,5624001,0.47999999,No,1403977.42578125,6366.40065555899
20089,124,116,42,003,191800,3,420031918003,Block Group 3,G5030,S,190085,0,+40.3895301,-080.0171435,Brookline,14,1338.669,2.082,5,1918003,15000US420031918003,2043859.80361,7528.75708264,425529,Pittsburgh,PA,51,42,3,Allegheny County,191800,3,330,870,0,15000US420031918003,425529,Pittsburgh,PA,51,42,3,Allegheny County,191800,3,210,645,0.33,1918003,0.38,No,327696.74609375,3014.58373580202
20090,125,117,42,003,202300,4,420032023004,Block Group 4,G5030,S,835320,0,+40.4127817,-080.0357088,Banksville,6,622.919,0.969,5,2023004,15000US420032023004,8990549.31055,11460.1491263,425529,Pittsburgh,PA,51,42,3,Allegheny County,202300,4,545,1155,0,15000US420032023004,425529,Pittsburgh,PA,51,42,3,Allegheny County,202300,4,770,1265,0.61,2023004,0.47,No,1442462.23828125,4591.09899592076
20091,126,118,42,003,563000,2,420035630002,Block Group 2,G5030,S,574770,0,+40.4597668,-080.0778300,Windgap,90,266.678,0.415,4,5630002,15000US420035630002,6079840.75088,10840.3732096,425529,Pittsburgh,PA,51,42,3,Allegheny County,563000,2,425,790,1,15000US420035630002,425529,Pittsburgh,PA,51,42,3,Allegheny County,563000,2,410,790,0.52,5630002,0.54000002,Yes,976813.1796875,4344.24087433045
20092,127,119,42,003,191700,3,420031917003,Block Group 3,G5030,S,243293,0,+40.4029550,-080.0186572,Brookline,14,1338.669,2.082,5,1917003,15000US420031917003,2618546.74756,7565.28038005,425529,Pittsburgh,PA,51,42,3,Allegheny County,191700,3,430,980,0,15000US420031917003,425529,Pittsburgh,PA,51,42,3,Allegheny County,191700,3,350,665,0.53,1917003,0.44,No,420003.22265625,3029.7860235746
20093,128,120,42,003,191700,2,420031917002,Block Group 2,G5030,S,148228,0,+40.4002650,-080.0189985,Brookline,14,1338.669,2.082,5,1917002,15000US420031917002,1595383.35109,7098.78163152,425529,Pittsburgh,PA,51,42,3,Allegheny County,191700,2,220,515,0,15000US420031917002,425529,Pittsburgh,PA,51,42,3,Allegheny County,191700,2,305,615,0.5,1917002,0.43000001,No,255867.34765625,2841.62649383145
20094,129,121,42,003,191800,1,420031918001,Block Group 1,G5030,S,150492,0,+40.3922903,-080.0203908,Brookline,14,1338.669,2.082,5,1918001,15000US420031918001,1619757.35717,5461.43920803,425529,Pittsburgh,PA,51,42,3,Allegheny County,191800,1,190,660,0,15000US420031918001,425529,Pittsburgh,PA,51,42,3,Allegheny County,191800,1,320,665,0.48,1918001,0.28999999,No,259720.2109375,2186.69451001492
20095,130,125,42,003,191800,7,420031918007,Block Group 7,G5030,S,176569,0,+40.3900890,-080.0122440,Brookline,14,1338.669,2.082,5,1918007,15000US420031918007,1900416.86249,7058.5412706,425529,Pittsburgh,PA,51,42,3,Allegheny County,191800,7,210,625,0,15000US420031918007,425529,Pittsburgh,PA,51,42,3,Allegheny County,191800,7,450,805,0.56,1918007,0.34,No,304702.65234375,2825.89672978177
20096,131,126,42,003,191800,6,420031918006,Block Group 6,G5030,S,313952,0,+40.3860641,-080.0092899,Brookline,14,1338.669,2.082,5,1918006,15000US420031918006,3408847.35831,9136.95190532,425529,Pittsburgh,PA,51,42,3,Allegheny County,191800,6,345,1015,0,15000US420031918006,425529,Pittsburgh,PA,51,42,3,Allegheny County,191800,6,420,995,0.42,1918006,0.34,No,546491.6015625,3660.49769189698
20097,132,127,42,003,090300,2,420030903002,Block Group 2,G5030,S,102533,0,+40.4640387,-079.9556576,Bloomfield,10,451.405,0.702,12,0903002,15000US420030903002,1135887.22177,4367.93173186,425529,Pittsburgh,PA,51,42,3,Allegheny County,90300,2,295,420,1,15000US420030903002,425529,Pittsburgh,PA,51,42,3,Allegheny County,90300,2,250,625,0.4,903002,0.69999999,Yes,182519.97265625,1750.4403476356
20098,133,128,42,003,090300,1,420030903001,Block Group 1,G5030,S,152015,0,+40.4645843,-079.9511016,Bloomfield,10,451.405,0.702,12,0903001,15000US420030903001,1636152.08093,5576.33600796,425529,Pittsburgh,PA,51,42,3,Allegheny County,90300,1,850,1235,1,15000US420030903001,425529,Pittsburgh,PA,51,42,3,Allegheny County,90300,1,900,1120,0.8,903001,0.69,Yes,262909.359375,2234.33046262671
20099,134,129,42,003,090200,2,420030902002,Block Group 2,G5030,S,210442,0,+40.4693184,-079.9556506,Central Lawrenceville,18,619.199,0.963,13,0902002,15000US420030902002,2264994.03544,8989.62088359,425529,Pittsburgh,PA,51,42,3,Allegheny County,90200,2,560,1115,1,15000US420030902002,425529,Pittsburgh,PA,51,42,3,Allegheny County,90200,2,390,805,0.48,902002,0.5,No,364007.15625,3603.63512594536
20100,135,130,42,003,090200,1,420030902001,Block Group 1,G5030,S,159316,0,+40.4694752,-079.9592934,Central Lawrenceville,18,619.199,0.963,13,0902001,15000US420030902001,1714689.93513,6437.24650469,425529,Pittsburgh,PA,51,42,3,Allegheny County,90200,1,445,1040,0,15000US420030902001,425529,Pittsburgh,PA,51,42,3,Allegheny County,90200,1,410,1220,0.34,902001,0.43000001,No,275569.2734375,2581.24165895404
20101,136,131,42,003,090100,1,420030901001,Block Group 1,G5030,S,366982,29455,+40.4762203,-079.9597019,Central Lawrenceville,18,619.199,0.963,13,0901001,15000US420030901001,3917181.14623,12004.1238113,425529,Pittsburgh,PA,51,42,3,Allegheny County,90100,1,585,1305,0,15000US420030901001,425529,Pittsburgh,PA,51,42,3,Allegheny County,90100,1,855,1280,0.67,901001,0.44999999,No,629650.703125,4814.5355981372
20102,137,132,42,003,080900,2,420030809002,Block Group 2,G5030,S,158489,0,+40.4645240,-079.9429630,Bloomfield,10,451.405,0.702,12,0809002,15000US420030809002,1705826.25294,8050.35118179,425529,Pittsburgh,PA,51,42,3,Allegheny County,80900,2,320,565,1,15000US420030809002,425529,Pittsburgh,PA,51,42,3,Allegheny County,80900,2,605,835,0.72,809002,0.56999999,Yes,274099.26171875,3224.76593750084
20103,138,135,42,003,562300,1,420035623001,Block Group 1,G5030,S,217601,0,+40.4022395,-079.9398195,Hazelwood,39,1017.805,1.583,9,5623001,15000US420035623001,2342028.01308,7352.5640994,425529,Pittsburgh,PA,51,42,3,Allegheny County,562300,1,255,285,1,15000US420035623001,425529,Pittsburgh,PA,51,42,3,Allegheny County,562300,1,505,850,0.59,5623001,0.88999999,Yes,375642.92578125,2943.8532087078
20104,139,136,42,003,151700,5,420031517005,Block Group 5,G5030,S,160091,0,+40.4213387,-079.9316081,Greenfield,37,497.028,0.773,9,1517005,15000US420031517005,1658433.38276,5549.56025541,425529,Pittsburgh,PA,51,42,3,Allegheny County,151700,5,465,975,0,15000US420031517005,425529,Pittsburgh,PA,51,42,3,Allegheny County,151700,5,475,895,0.53,1517005,0.47999999,No,266150.26171875,2224.16511127918
20105,140,137,42,003,561600,2,420035616002,Block Group 2,G5030,S,863468,0,+40.4138332,-079.9632700,Arlington,4,302.32,0.47,7,5616002,15000US420035616002,8675905.77744,22763.2037775,425529,Pittsburgh,PA,51,42,3,Allegheny County,561600,2,440,680,1,15000US420035616002,425529,Pittsburgh,PA,51,42,3,Allegheny County,561600,2,375,595,0.63,5616002,0.64999998,Yes,1392026.421875,9118.95489483327
20106,141,138,42,003,561600,3,420035616003,Block Group 3,G5030,S,208679,0,+40.4161360,-079.9788445,Arlington,4,302.32,0.47,7,5616003,15000US420035616003,2239180.67912,6859.40030378,425529,Pittsburgh,PA,51,42,3,Allegheny County,561600,3,360,560,1,15000US420035616003,425529,Pittsburgh,PA,51,42,3,Allegheny County,561600,3,465,635,0.73,5616003,0.63999999,Yes,359294.37890625,2746.55939071859
20107,142,152,42,003,080700,1,420030807001,Block Group 1,G5030,S,131923,0,+40.4627928,-079.9335930,Friendship,34,68.297,0.106,12,0807001,15000US420030807001,1419887.61756,4837.80688419,425529,Pittsburgh,PA,51,42,3,Allegheny County,80700,1,430,750,1,15000US420030807001,425529,Pittsburgh,PA,51,42,3,Allegheny County,80700,1,295,630,0.47,807001,0.56999999,Yes,228146.32421875,1939.11064283158
20108,143,139,42,003,561600,4,420035616004,Block Group 4,G5030,S,204036,0,+40.4149245,-079.9736036,Arlington,4,302.32,0.47,7,5616004,15000US420035616004,2196049.08487,7140.64452975,425529,Pittsburgh,PA,51,42,3,Allegheny County,561600,4,490,610,1,15000US420035616004,425529,Pittsburgh,PA,51,42,3,Allegheny County,561600,4,255,300,0.85,5616004,0.80000001,Yes,352360.89453125,2859.92563292447
20109,144,140,42,003,561700,1,420035617001,Block Group 1,G5030,S,807397,0,+40.4088032,-079.9721874,St. Clair,78,199.285,0.31,7,5617001,15000US420035617001,8637289.02854,12303.6007083,425529,Pittsburgh,PA,51,42,3,Allegheny County,561700,1,220,270,1,15000US420035617001,425529,Pittsburgh,PA,51,42,3,Allegheny County,561700,1,765,885,0.86,5617001,0.81,Yes,1385622.48828125,4927.03668050752
20110,145,141,42,003,561700,2,420035617002,Block Group 2,G5030,S,268306,0,+40.4108740,-079.9793742,Mt. Oliver,53,66.226,0.103,7,5617002,15000US420035617002,2876550.06795,7452.43027362,425529,Pittsburgh,PA,51,42,3,Allegheny County,561700,2,370,600,1,15000US420035617002,425529,Pittsburgh,PA,51,42,3,Allegheny County,561700,2,340,550,0.62,5617002,0.62,Yes,461493.66796875,2987.59271477896
20111,146,142,42,003,202200,3,420032022003,Block Group 3,G5030,S,174657,0,+40.4580322,-080.0647449,Sheraden,69,572.125,0.89,4,2022003,15000US420032022003,1879836.72055,7204.28883062,425529,Pittsburgh,PA,51,42,3,Allegheny County,202200,3,370,610,1,15000US420032022003,425529,Pittsburgh,PA,51,42,3,Allegheny County,202200,3,250,690,0.36,2022003,0.61000001,Yes,302008.10546875,2888.92770042987
20112,147,143,42,003,980700,1,420039807001,Block Group 1,G5030,S,563109,416134,+40.4366295,-080.0102703,South Shore,71,136.201,0.212,16,9807001,15000US420039807001,5903825.53688,21342.8807623,425529,Pittsburgh,PA,51,42,3,Allegheny County,980700,1,10,10,1,15000US420039807001,425529,Pittsburgh,PA,51,42,3,Allegheny County,980700,1,0,30,0,9807001,1,Yes,947876.3046875,8545.72064658705
20113,148,150,42,003,202300,1,420032023001,Block Group 1,G5030,S,458939,0,+40.4184502,-080.0358644,Banksville,6,622.919,0.969,5,2023001,15000US420032023001,4827110.25964,14582.5383464,425529,Pittsburgh,PA,51,42,3,Allegheny County,202300,1,260,785,0,15000US420032023001,425529,Pittsburgh,PA,51,42,3,Allegheny County,202300,1,325,735,0.44,2023001,0.33000001,No,774596.5234375,5843.25014190691
20114,149,144,42,003,562700,1,420035627001,Block Group 1,G5030,S,374415,0,+40.4507843,-080.0144032,Allegheny West,2,90.841,0.141,3,5627001,15000US420035627001,3938762.53485,8746.40533474,425529,Pittsburgh,PA,51,42,3,Allegheny County,562700,1,100,295,0,15000US420035627001,425529,Pittsburgh,PA,51,42,3,Allegheny County,562700,1,105,325,0.32,5627001,0.34,No,632653.3515625,3504.08869176369
20115,150,145,42,003,562600,2,420035626002,Block Group 2,G5030,S,579141,0,+40.4400199,-080.0409711,Elliott,30,389.87,0.606,4,5626002,15000US420035626002,6233293.66026,11480.1402761,425529,Pittsburgh,PA,51,42,3,Allegheny County,562600,2,820,1095,1,15000US420035626002,425529,Pittsburgh,PA,51,42,3,Allegheny County,562600,2,670,1250,0.54,5626002,0.75,Yes,1000886.90234375,4600.19613196006
20116,151,146,42,003,191900,1,420031919001,Block Group 1,G5030,S,209525,0,+40.3973803,-080.0201213,Brookline,14,1338.669,2.082,5,1919001,15000US420031919001,2255153.5284,8970.64754114,425529,Pittsburgh,PA,51,42,3,Allegheny County,191900,1,400,770,1,15000US420031919001,425529,Pittsburgh,PA,51,42,3,Allegheny County,191900,1,245,720,0.34,1919001,0.51999998,Yes,361657.1328125,3592.30831853094
20117,152,147,42,003,191900,3,420031919003,Block Group 3,G5030,S,214674,0,+40.3963769,-080.0268837,Brookline,14,1338.669,2.082,5,1919003,15000US420031919003,2307240.72439,6388.38063309,425529,Pittsburgh,PA,51,42,3,Allegheny County,191900,3,225,460,0,15000US420031919003,425529,Pittsburgh,PA,51,42,3,Allegheny County,191900,3,330,605,0.55,1919003,0.49000001,No,369999.2421875,2557.169776076
20118,153,148,42,003,191900,2,420031919002,Block Group 2,G5030,S,184544,0,+40.3946814,-080.0190010,Brookline,14,1338.669,2.082,5,1919002,15000US420031919002,1986244.70263,9439.09043329,425529,Pittsburgh,PA,51,42,3,Allegheny County,191900,2,395,690,1,15000US420031919002,425529,Pittsburgh,PA,51,42,3,Allegheny County,191900,2,270,1110,0.24,1919002,0.56999999,Yes,318507.02734375,3780.87802655398
20119,154,149,42,003,202200,2,420032022002,Block Group 2,G5030,S,155621,0,+40.4551387,-080.0624096,Sheraden,69,572.125,0.89,4,2022002,15000US420032022002,1674945.19592,7124.54812604,425529,Pittsburgh,PA,51,42,3,Allegheny County,202200,2,450,615,1,15000US420032022002,425529,Pittsburgh,PA,51,42,3,Allegheny County,202200,2,275,645,0.43,2022002,0.73000002,Yes,269067.875,2854.53393874561
20120,155,151,42,003,202300,2,420032023002,Block Group 2,G5030,S,552580,0,+40.4029733,-080.0455088,Banksville,6,622.919,0.969,5,2023002,15000US420032023002,5918367.51111,9882.21461691,425529,Pittsburgh,PA,51,42,3,Allegheny County,202300,2,215,905,0,15000US420032023002,425529,Pittsburgh,PA,51,42,3,Allegheny County,202300,2,210,1085,0.19,2023002,0.23999999,No,949281.0625,3957.78799616105
20121,156,153,42,003,080600,2,420030806002,Block Group 2,G5030,S,170535,0,+40.4582793,-079.9397403,Bloomfield,10,451.405,0.702,12,0806002,15000US420030806002,1835459.68543,5875.60413911,425529,Pittsburgh,PA,51,42,3,Allegheny County,80600,2,310,635,0,15000US420030806002,425529,Pittsburgh,PA,51,42,3,Allegheny County,80600,2,560,1070,0.52,806002,0.49000001,No,294880.79296875,2353.93516295783
20122,157,154,42,003,080600,1,420030806001,Block Group 1,G5030,S,234386,0,+40.4615947,-079.9396143,Bloomfield,10,451.405,0.702,12,0806001,15000US420030806001,2522682.49379,6786.82325991,425529,Pittsburgh,PA,51,42,3,Allegheny County,80600,1,725,1415,1,15000US420030806001,425529,Pittsburgh,PA,51,42,3,Allegheny County,80600,1,575,1185,0.49,806001,0.50999999,No,405328.02734375,2719.79779516507
20123,158,155,42,003,080400,2,420030804002,Block Group 2,G5030,S,204063,0,+40.4551218,-079.9478971,Bloomfield,10,451.405,0.702,12,0804002,15000US420030804002,2196343.47458,6412.53073892,425529,Pittsburgh,PA,51,42,3,Allegheny County,80400,2,650,840,1,15000US420030804002,425529,Pittsburgh,PA,51,42,3,Allegheny County,80400,2,530,665,0.8,804002,0.76999998,Yes,352826.6640625,2568.98685403618
20124,159,156,42,003,080400,1,420030804001,Block Group 1,G5030,S,226326,0,+40.4574303,-079.9441129,Bloomfield,10,451.405,0.702,12,0804001,15000US420030804001,2435943.34508,7488.51662561,425529,Pittsburgh,PA,51,42,3,Allegheny County,80400,1,320,710,0,15000US420030804001,425529,Pittsburgh,PA,51,42,3,Allegheny County,80400,1,500,755,0.66,804001,0.44999999,No,391343.25390625,3000.52146763545
20125,160,157,42,003,080200,1,420030802001,Block Group 1,G5030,S,253255,0,+40.4593334,-079.9510099,Bloomfield,10,451.405,0.702,12,0802001,15000US420030802001,2725782.82531,8564.92874521,425529,Pittsburgh,PA,51,42,3,Allegheny County,80200,1,560,1105,1,15000US420030802001,425529,Pittsburgh,PA,51,42,3,Allegheny County,80200,1,445,825,0.54,802001,0.50999999,No,437931.7109375,3432.95361381636
20126,161,158,42,003,070900,2,420030709002,Block Group 2,G5030,S,136793,0,+40.4510923,-079.9473004,Shadyside,68,592.104,0.921,12,0709002,15000US420030709002,1472298.84831,5126.46143471,425529,Pittsburgh,PA,51,42,3,Allegheny County,70900,2,530,840,1,15000US420030709002,425529,Pittsburgh,PA,51,42,3,Allegheny County,70900,2,315,740,0.43,709002,0.63,Yes,236486.0234375,2056.04817958497
20127,162,159,42,003,070900,1,420030709001,Block Group 1,G5030,S,306599,0,+40.4544392,-079.9379457,Shadyside,68,592.104,0.921,12,0709001,15000US420030709001,3299912.43578,8906.34953558,425529,Pittsburgh,PA,51,42,3,Allegheny County,70900,1,705,1725,0,15000US420030709001,425529,Pittsburgh,PA,51,42,3,Allegheny County,70900,1,475,1385,0.34,709001,0.41,No,530096.25390625,3567.79963456938
20128,163,160,42,003,070800,2,420030708002,Block Group 2,G5030,S,262499,0,+40.4551027,-079.9181947,Shadyside,68,592.104,0.921,12,0708002,15000US420030708002,2825297.50391,7727.85131931,425529,Pittsburgh,PA,51,42,3,Allegheny County,70800,2,495,950,1,15000US420030708002,425529,Pittsburgh,PA,51,42,3,Allegheny County,70800,2,550,1165,0.47,708002,0.51999998,Yes,453863.38671875,3096.13980351371
20129,164,161,42,003,070800,1,420030708001,Block Group 1,G5030,S,189466,0,+40.4584739,-079.9219989,Shadyside,68,592.104,0.921,12,0708001,15000US420030708001,1998869.30053,5802.62667782,425529,Pittsburgh,PA,51,42,3,Allegheny County,70800,1,360,880,0,15000US420030708001,425529,Pittsburgh,PA,51,42,3,Allegheny County,70800,1,330,695,0.47,708001,0.41,No,321135.23046875,2325.1260264905
20130,165,162,42,003,300100,5,420033001005,Block Group 5,G5030,S,121963,0,+40.4109357,-079.9931744,Knoxville,44,193.982,0.302,6,3001005,15000US420033001005,1320746.25644,5583.46861295,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,5,115,485,0,15000US420033001005,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,5,130,440,0.3,3001005,0.23999999,No,211891.87109375,2234.97515492255
20131,166,163,42,003,300100,6,420033001006,Block Group 6,G5030,S,121530,0,+40.4088504,-079.9939368,Knoxville,44,193.982,0.302,6,3001006,15000US420033001006,1339968.70589,4781.80584163,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,6,145,425,0,15000US420033001006,425529,Pittsburgh,PA,51,42,3,Allegheny County,300100,6,385,660,0.58,3001006,0.34,No,214962.29296875,1914.16577984729
20132,167,164,42,003,562000,3,420035620003,Block Group 3,G5030,S,232867,0,+40.4481874,-079.9558045,North Oakland,56,320.679,0.499,14,5620003,15000US420035620003,2506349.57493,7505.32523169,425529,Pittsburgh,PA,51,42,3,Allegheny County,562000,3,215,535,0,15000US420035620003,425529,Pittsburgh,PA,51,42,3,Allegheny County,562000,3,250,520,0.48,5620003,0.40000001,No,402544.35546875,3008.76340690003
20133,168,165,42,003,562400,4,420035624004,Block Group 4,G5030,S,303370,0,+40.4187712,-080.0050308,Beltzhoover,9,270.374,0.421,6,5624004,15000US420035624004,3265172.26257,7874.83116718,425529,Pittsburgh,PA,51,42,3,Allegheny County,562400,4,430,605,1,15000US420035624004,425529,Pittsburgh,PA,51,42,3,Allegheny County,562400,4,330,960,0.34,5624004,0.70999998,Yes,523963.609375,3152.81856332288
20134,169,166,42,003,562400,3,420035624003,Block Group 3,G5030,S,123340,0,+40.4166387,-080.0015437,Beltzhoover,9,270.374,0.421,6,5624003,15000US420035624003,1327505.3681,5937.66638041,425529,Pittsburgh,PA,51,42,3,Allegheny County,562400,3,390,530,1,15000US420035624003,425529,Pittsburgh,PA,51,42,3,Allegheny County,562400,3,125,275,0.45,5624003,0.74000001,Yes,213011.96875,2375.60131272631
20135,170,167,42,003,562700,2,420035627002,Block Group 2,G5030,S,535964,5234,+40.4515765,-080.0053403,Allegheny Center,1,134.703,0.21,3,5627002,15000US420035627002,5831492.81651,10563.7914589,425529,Pittsburgh,PA,51,42,3,Allegheny County,562700,2,855,1395,1,15000US420035627002,425529,Pittsburgh,PA,51,42,3,Allegheny County,562700,2,895,1085,0.82,5627002,0.61000001,Yes,936721.11328125,4231.51210392813
20136,171,168,42,003,040200,1,420030402001,Block Group 1,G5030,S,330572,0,+40.4381815,-079.9683880,West Oakland,88,138.372,0.215,14,0402001,15000US420030402001,2956179.81024,13784.501369,425529,Pittsburgh,PA,51,42,3,Allegheny County,40200,1,855,980,1,15000US420030402001,425529,Pittsburgh,PA,51,42,3,Allegheny County,40200,1,610,820,0.74,402001,0.87,Yes,474665.09375,5522.45582741763
20137,172,169,42,003,270800,3,420032708003,Block Group 3,G5030,S,633737,0,+40.4865869,-080.0297229,Brighton Heights,13,718.262,1.117,2,2708003,15000US420032708003,6810165.73955,13818.0977962,425529,Pittsburgh,PA,51,42,3,Allegheny County,270800,3,170,815,0,15000US420032708003,425529,Pittsburgh,PA,51,42,3,Allegheny County,270800,3,425,1300,0.33,2708003,0.20999999,No,1095019.1484375,5540.3793014397
20138,173,170,42,003,981200,1,420039812001,Block Group 1,G5030,S,460856,156623,+40.4464954,-080.0119840,North Shore,57,195.014,0.303,16,9812001,15000US420039812001,5085253.55067,10852.9693582,425529,Pittsburgh,PA,51,42,3,Allegheny County,981200,1,0,0,0,15000US420039812001,425529,Pittsburgh,PA,51,42,3,Allegheny County,981200,1,0,0,0,9812001,0,No,816716.28125,4346.33028831364
20139,174,171,42,003,202300,3,420032023003,Block Group 3,G5030,S,674345,0,+40.4076057,-080.0411187,Banksville,6,622.919,0.969,5,2023003,15000US420032023003,7256478.45774,13500.4242218,425529,Pittsburgh,PA,51,42,3,Allegheny County,202300,3,435,850,1,15000US420032023003,425529,Pittsburgh,PA,51,42,3,Allegheny County,202300,3,170,905,0.19,2023003,0.50999999,No,1164064.30859375,5408.95131776225
20140,175,172,42,003,281400,1,420032814001,Block Group 1,G5030,S,348105,0,+40.4496310,-080.0569283,Crafton Heights,23,484.575,0.754,4,2814001,15000US420032814001,3744926.20958,8486.848131,425529,Pittsburgh,PA,51,42,3,Allegheny County,281400,1,480,930,1,15000US420032814001,425529,Pittsburgh,PA,51,42,3,Allegheny County,281400,1,360,640,0.56,2814001,0.51999998,Yes,601497.6796875,3399.72773508353
20141,176,173,42,003,281500,2,420032815002,Block Group 2,G5030,S,312994,0,+40.4407028,-080.0568585,Crafton Heights,23,484.575,0.754,4,2815002,15000US420032815002,3361357.05743,7841.31628469,425529,Pittsburgh,PA,51,42,3,Allegheny County,281500,2,620,990,1,15000US420032815002,425529,Pittsburgh,PA,51,42,3,Allegheny County,281500,2,345,930,0.37,2815002,0.63,Yes,539746.58203125,3141.02221739156
20142,177,174,42,003,281500,1,420032815001,Block Group 1,G5030,S,304110,0,+40.4402148,-080.0509136,Crafton Heights,23,484.575,0.754,4,2815001,15000US420032815001,3273135.21536,10659.7465489,425529,Pittsburgh,PA,51,42,3,Allegheny County,281500,1,215,455,0,15000US420032815001,425529,Pittsburgh,PA,51,42,3,Allegheny County,281500,1,355,625,0.57,2815001,0.47,No,525573.9296875,4268.84660738165
20143,178,184,42,003,070300,1,420030703001,Block Group 1,G5030,S,100941,0,+40.4527240,-079.9334901,Shadyside,68,592.104,0.921,12,0703001,15000US420030703001,1086407.79466,4213.75457348,425529,Pittsburgh,PA,51,42,3,Allegheny County,70300,1,235,595,0,15000US420030703001,425529,Pittsburgh,PA,51,42,3,Allegheny County,70300,1,270,705,0.38,703001,0.38999999,No,174511.15625,1688.84604366502
20144,179,175,42,003,290200,4,420032902004,Block Group 4,G5030,S,164293,0,+40.3995328,-079.9865844,Carrick,16,1075.67,1.673,5,2902004,15000US420032902004,1768283.76781,6695.51885042,425529,Pittsburgh,PA,51,42,3,Allegheny County,290200,4,620,835,1,15000US420032902004,425529,Pittsburgh,PA,51,42,3,Allegheny County,290200,4,420,680,0.62,2902004,0.74000001,Yes,283596.1953125,2681.26420858937
20145,180,176,42,003,290200,5,420032902005,Block Group 5,G5030,S,252783,0,+40.4039349,-079.9878790,Carrick,16,1075.67,1.673,5,2902005,15000US420032902005,2732086.43249,8456.22150727,425529,Pittsburgh,PA,51,42,3,Allegheny County,290200,5,660,1075,1,15000US420032902005,425529,Pittsburgh,PA,51,42,3,Allegheny County,290200,5,580,1095,0.53,2902005,0.61000001,Yes,438227.34765625,3385.86485916214
20146,181,177,42,003,070600,2,420030706002,Block Group 2,G5030,S,145020,0,+40.4519412,-079.9274585,Shadyside,68,592.104,0.921,12,0706002,15000US420030706002,1560852.92086,5296.68544344,425529,Pittsburgh,PA,51,42,3,Allegheny County,70600,2,730,1265,1,15000US420030706002,425529,Pittsburgh,PA,51,42,3,Allegheny County,70600,2,495,1060,0.47,706002,0.57999998,Yes,250716.14453125,2122.05667043783
20147,182,178,42,003,070600,1,420030706001,Block Group 1,G5030,S,144720,0,+40.4546022,-079.9234925,Shadyside,68,592.104,0.921,12,0706001,15000US420030706001,1557609.75827,5382.01117886,425529,Pittsburgh,PA,51,42,3,Allegheny County,70600,1,315,830,0,15000US420030706001,425529,Pittsburgh,PA,51,42,3,Allegheny County,70600,1,325,920,0.35,706001,0.38,No,250214.875,2158.25082384355
